Time	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8
1220	82.37	79.21	61.02	39.69	37.41	33.06	28.92	22.40
1221	82.49	79.40	60.70	39.16	37.26	33.03	28.86	22.39
1222	82.60	79.39	60.65	38.96	37.27	33.04	28.90	22.37
1223	82.54	79.06	60.77	39.06	37.11	33.04	28.86	22.39
1224	82.24	79.16	60.77	39.05	37.05	33.02	28.83	22.38
1225	82.43	79.25	60.78	38.90	36.91	33.01	28.80	22.37
1226	82.51	78.96	61.26	39.05	36.82	33.02	28.95	22.38
1227	82.64	79.19	61.34	39.23	36.80	33.05	29.02	22.38
1228	82.80	79.35	61.31	39.23	36.94	33.10	29.03	22.38
1229	82.95	79.26	61.24	39.33	37.02	33.14	29.02	22.39
1230	82.86	79.24	61.13	39.11	36.84	33.12	28.97	22.39
1231	82.77	79.20	60.69	39.05	36.80	33.10	28.99	22.37
1232	82.73	79.35	60.92	39.01	36.73	33.08	28.99	22.36
1233	82.73	79.39	60.55	38.95	36.66	33.06	28.92	22.35
1234	82.36	78.82	61.06	38.71	36.68	33.04	28.87	22.35
1235	82.48	79.15	60.78	38.81	36.69	33.06	28.83	22.34
1236	82.55	79.11	60.19	38.75	36.64	33.06	28.77	22.33
1237	82.15	78.64	59.93	39.20	36.74	33.05	28.74	22.35
1238	82.39	79.12	60.44	39.17	36.87	33.08	28.82	22.36
1239	82.62	79.35	61.18	39.54	37.01	33.10	28.82	22.38
1240	82.78	79.39	60.88	39.58	36.97	33.09	28.83	22.39
1241	82.80	78.89	60.51	40.22	37.02	33.08	28.80	22.37
1242	82.92	79.17	60.98	40.19	36.91	33.06	28.85	22.39
1243	82.99	79.45	61.24	39.67	36.86	33.06	28.88	22.37
1244	82.99	79.50	61.00	39.51	36.94	33.07	28.87	22.38
1245	82.95	79.46	61.18	39.49	36.99	33.10	29.00	22.37
1246	82.93	79.36	61.11	39.62	37.14	33.17	29.09	22.36
1247	82.84	79.38	60.60	40.22	37.37	33.26	29.14	22.37
1248	82.78	79.38	61.13	40.40	37.40	33.28	29.15	22.39
1249	82.79	79.60	61.71	40.52	37.40	33.28	29.13	22.39
1250	82.80	79.64	61.47	40.21	37.27	33.26	29.05	22.37
1251	82.87	79.56	61.34	39.91	37.29	33.22	28.99	22.38
1252	82.76	79.50	61.59	39.49	37.21	33.21	29.01	22.38
1253	82.69	79.40	61.08	39.48	37.31	33.25	28.99	22.37
1254	82.77	79.23	61.32	39.36	37.29	33.31	28.97	22.38
1255	82.95	79.65	61.56	39.81	37.31	33.33	29.00	22.38
1256	83.15	79.82	61.84	39.88	37.16	33.32	29.00	22.38
1257	83.05	79.77	61.32	39.42	37.22	33.31	29.15	22.36
1258	82.85	79.50	61.15	39.46	37.23	33.31	29.16	22.35
1259	82.80	79.59	60.95	39.83	37.49	33.28	29.11	22.37
1260	82.78	79.59	61.21	40.30	37.48	33.28	29.11	22.35
1261	82.70	79.72	60.93	39.92	37.32	33.26	29.07	22.38
1262	82.73	79.57	61.29	39.83	37.34	33.28	29.19	22.37
1263	82.72	79.46	61.35	40.05	37.42	33.32	29.25	22.38
1264	82.91	79.69	61.79	40.48	37.69	33.37	29.29	22.37
1265	83.02	79.79	62.44	40.68	37.57	33.33	29.29	22.37
1266	83.06	79.77	62.38	40.15	37.44	33.32	29.34	22.36
1267	83.03	79.61	62.28	39.89	37.37	33.30	29.35	22.35
1268	83.01	79.60	61.99	40.55	37.38	33.29	29.30	22.34
1269	82.91	79.71	61.48	41.39	37.50	33.36	29.27	22.38
1270	83.10	79.76	62.06	41.86	37.57	33.36	29.32	22.38
1271	83.14	79.71	62.28	41.95	37.48	33.38	29.26	22.39
1272	83.12	79.67	62.38	42.04	37.58	33.41	29.34	22.39
1273	83.12	79.75	62.06	41.93	37.61	33.45	29.43	22.39
1274	83.15	79.85	62.21	41.75	37.76	33.45	29.43	22.36
1275	83.14	79.68	62.15	42.18	38.04	33.48	29.49	22.34
1276	82.31	78.68	61.46	41.76	38.30	33.51	29.44	22.36
1277	81.64	79.06	62.05	42.05	38.38	33.49	29.51	22.37
1278	81.98	79.44	61.88	41.68	38.31	33.50	29.55	22.37
1279	82.35	79.55	61.38	41.33	38.15	33.48	29.54	22.38
1280	82.56	79.62	61.98	41.37	38.01	33.46	29.51	22.38
1281	82.81	79.83	61.95	41.25	37.85	33.46	29.55	22.38
1282	82.97	79.81	61.56	40.40	37.83	33.50	29.78	22.35
1283	83.04	79.89	61.18	40.18	37.90	33.52	29.93	22.32
1284	83.25	79.85	61.13	40.00	38.16	33.58	30.00	22.34
1285	82.41	78.73	61.52	40.61	38.43	33.57	29.92	22.38
1286	81.70	79.07	61.67	40.94	38.61	33.60	29.90	22.38
1287	81.98	79.39	61.48	40.68	38.35	33.62	29.87	22.38
1288	81.72	78.93	60.48	40.28	38.33	33.66	29.86	22.38
1289	81.02	78.33	60.59	40.98	38.35	33.66	29.75	22.39
1290	81.03	78.71	61.03	41.57	38.29	33.65	29.72	22.38
1291	82.09	79.54	61.66	41.26	38.54	33.67	29.67	22.41
1292	82.66	79.58	62.09	41.62	38.64	33.67	29.69	22.39
1293	82.94	79.92	62.45	41.90	38.69	33.66	29.69	22.37
1294	83.15	80.02	62.72	42.32	38.80	33.70	29.66	22.38
1295	83.32	80.23	62.90	42.08	38.84	33.70	29.71	22.40
1296	83.41	80.25	62.92	42.13	38.67	33.70	29.66	22.40
1297	83.38	80.27	62.91	41.81	38.35	33.69	29.64	22.39
1298	83.39	80.17	62.30	41.68	38.26	33.67	29.67	22.39
1299	83.42	80.18	62.20	41.49	38.32	33.67	29.56	22.39
1300	83.30	80.02	62.50	41.02	38.11	33.63	29.48	22.39
1301	83.18	80.00	62.41	40.52	37.93	33.65	29.57	22.40
1302	83.18	80.07	62.12	40.47	37.95	33.67	29.64	22.40
1303	83.33	80.00	61.81	40.26	37.95	33.66	29.58	22.38
1304	83.40	79.75	61.79	39.98	37.97	33.66	29.56	22.38
1305	83.40	80.04	62.19	39.90	37.99	33.64	29.54	22.37
1306	83.48	80.16	62.02	40.13	37.99	33.64	29.56	22.38
1307	83.20	79.50	61.62	40.12	37.82	33.66	29.53	22.36
1308	83.39	79.84	61.99	40.34	37.74	33.67	29.50	22.37
1309	83.63	80.15	62.72	41.12	38.14	33.72	29.47	22.39
1310	83.74	80.30	63.07	41.81	38.28	33.73	29.36	22.38
1311	83.75	80.25	63.20	42.11	38.21	33.70	29.28	22.37
1312	83.71	80.28	63.22	42.01	38.25	33.69	29.25	22.36
1313	83.54	80.23	63.35	41.92	38.14	33.70	29.29	22.34
1314	83.41	80.15	63.33	41.80	38.06	33.70	29.32	22.36
1315	83.35	80.15	62.98	41.48	38.05	33.69	29.34	22.38
1316	83.37	80.09	62.40	41.43	38.29	33.71	29.45	22.39
1317	83.44	80.12	62.46	41.63	38.41	33.75	29.52	22.40
1318	83.56	80.28	63.05	41.77	38.60	33.75	29.48	22.39
1319	83.53	80.18	63.05	42.12	38.60	33.74	29.49	22.40
1320	83.20	79.42	62.77	42.21	38.65	33.74	29.46	22.39
1321	83.38	79.96	62.58	42.49	38.47	33.72	29.42	22.39
1322	83.55	80.23	62.86	42.47	38.47	33.74	29.48	22.39
1323	83.54	80.30	62.65	42.13	38.27	33.73	29.46	22.41
1324	83.67	80.27	62.61	41.62	38.15	33.72	29.39	22.41
1325	83.58	80.23	62.46	41.13	38.06	33.74	29.42	22.40
1326	83.72	80.26	62.72	41.35	38.10	33.77	29.45	22.40
1327	83.77	80.24	63.05	41.48	37.91	33.76	29.49	22.42
1328	83.73	80.34	63.40	41.12	37.96	33.79	29.68	22.41
1329	83.70	80.37	63.14	41.42	38.06	33.79	29.79	22.42
1330	83.73	80.40	63.22	41.49	37.99	33.79	29.74	22.41
1331	83.81	80.37	62.93	41.60	37.84	33.77	29.68	22.38
1332	83.85	80.38	62.88	41.33	37.79	33.76	29.60	22.36
1333	83.71	80.25	62.22	41.29	37.77	33.76	29.47	22.37
1334	83.49	80.17	62.04	41.45	37.75	33.77	29.42	22.39
1335	83.47	80.27	62.02	41.41	37.72	33.77	29.49	22.39
1336	83.57	80.29	61.80	41.33	37.72	33.81	29.57	22.42
1337	83.67	80.38	62.52	41.36	37.75	33.87	29.63	22.38
1338	83.70	80.33	62.75	41.52	37.81	33.87	29.59	22.38
1339	83.79	80.41	63.21	41.60	37.73	33.85	29.52	22.39
1340	83.79	80.50	63.35	41.38	37.89	33.82	29.49	22.39
1341	83.67	80.13	62.44	41.42	37.86	33.83	29.53	22.36
1342	83.45	79.94	62.44	40.76	37.79	33.85	29.71	22.35
1343	83.38	80.02	62.72	40.75	37.80	33.89	29.80	22.37
1344	83.39	80.20	62.94	40.80	37.92	33.88	29.77	22.36
1345	83.43	80.27	62.62	40.67	37.96	33.90	29.81	22.37
1346	83.50	80.16	62.56	41.05	38.00	33.90	29.73	22.36
1347	83.57	80.42	62.05	40.63	38.00	33.90	29.70	22.39
1348	83.49	80.23	62.31	41.14	37.91	33.92	29.64	22.40
1349	83.40	80.48	62.07	41.38	37.86	33.97	29.66	22.40
1350	83.70	80.61	62.71	41.24	37.88	33.97	29.76	22.41
1351	83.87	80.67	62.22	40.68	37.77	33.97	29.78	22.40
1352	83.91	80.54	62.03	40.28	37.67	33.90	29.63	22.43
1353	83.76	80.60	62.46	40.51	37.68	33.90	29.56	22.42
1354	83.68	80.46	62.07	40.83	37.72	33.95	29.59	22.44
1355	83.68	80.35	62.25	41.25	37.86	33.97	29.65	22.43
1356	83.77	80.49	62.79	41.01	37.88	33.94	29.65	22.41
1357	83.78	80.51	62.63	41.09	37.81	33.90	29.55	22.38
1358	83.81	80.56	62.93	40.65	37.70	33.89	29.59	22.37
1359	83.80	80.10	62.25	40.08	37.77	33.91	29.57	22.37
1360	83.69	79.94	61.96	39.90	37.77	33.97	29.63	22.40
1361	83.78	80.35	62.18	40.23	37.82	34.00	29.67	22.41
1362	83.85	80.39	61.94	40.09	37.83	34.02	29.66	22.41
1363	83.93	80.51	62.54	40.27	38.08	34.03	29.65	22.42
1364	83.90	80.55	62.73	40.33	38.04	34.03	29.73	22.43
1365	83.92	80.60	62.59	40.22	38.02	34.02	29.71	22.41
1366	83.89	80.68	62.51	40.42	37.97	34.00	29.68	22.39
1367	83.90	80.45	62.58	40.71	37.93	34.01	29.66	22.39
1368	83.00	79.65	62.32	40.74	37.92	34.00	29.66	22.40
1369	83.15	80.28	62.84	41.42	37.93	34.01	29.66	22.42
1370	83.47	80.55	62.52	41.36	37.97	34.03	29.66	22.38
1371	83.72	80.62	62.34	41.29	38.11	34.01	29.61	22.38
1372	83.81	80.64	62.80	41.45	38.23	33.99	29.53	22.38
1373	83.79	80.54	63.00	41.00	38.21	34.01	29.53	22.39
1374	83.76	80.56	62.70	40.78	38.24	34.04	29.68	22.39
1375	83.76	80.45	62.13	40.59	38.29	34.01	29.68	22.40
1376	82.97	79.37	61.88	40.38	38.39	34.04	29.66	22.39
1377	82.02	79.05	61.55	40.60	38.21	34.02	29.68	22.40
1378	81.51	79.22	61.37	40.42	38.19	34.02	29.70	22.42
1379	81.19	79.51	61.87	40.75	38.11	34.05	29.69	22.40
1380	81.18	79.68	61.87	40.68	38.10	34.06	29.67	22.40
1381	81.95	80.27	62.16	40.42	37.99	34.04	29.63	22.40
1382	82.74	80.55	62.65	40.61	38.02	34.02	29.60	22.39
1383	83.12	80.77	62.44	41.00	38.04	34.00	29.56	22.39
1384	83.38	80.91	62.92	40.49	37.99	33.99	29.58	22.38
1385	83.62	80.88	62.96	40.36	37.97	33.98	29.63	22.40
1386	83.74	80.75	62.97	40.24	37.98	34.04	29.84	22.41
1387	83.83	80.73	62.28	40.46	38.05	34.13	29.99	22.44
1388	83.90	80.29	61.99	40.96	38.03	34.17	29.98	22.43
1389	83.08	79.56	61.96	40.70	38.00	34.17	30.08	22.47
1390	82.41	80.18	62.13	40.51	38.03	34.20	30.11	22.48
1391	82.32	80.17	62.70	40.36	38.00	34.24	30.20	22.51
1392	82.90	80.66	63.24	40.14	38.04	34.25	30.20	22.49
1393	83.33	80.75	63.28	40.66	38.18	34.20	30.08	22.46
1394	83.64	80.83	63.26	40.84	38.14	34.17	29.97	22.48
1395	83.84	80.83	63.11	40.32	38.22	34.15	29.87	22.44
1396	84.00	80.69	62.48	40.26	38.15	34.14	29.72	22.43
1397	83.93	80.70	61.50	40.11	38.21	34.14	29.69	22.43
1398	84.00	80.81	61.49	40.23	38.17	34.13	29.65	22.42
1399	84.10	80.90	62.37	40.45	38.11	34.12	29.69	22.42
1400	84.06	80.89	62.70	40.41	38.11	34.16	29.78	22.43
1401	84.10	80.89	62.55	40.09	38.11	34.16	29.78	22.43
1402	83.97	80.89	62.87	39.94	38.01	34.14	29.75	22.44
1403	84.09	80.82	62.81	40.12	37.98	34.14	29.80	22.45
1404	84.10	80.77	62.93	40.85	37.99	34.16	29.83	22.44
1405	84.02	80.76	62.65	40.60	38.00	34.15	29.82	22.44
1406	83.92	80.75	62.20	40.15	37.95	34.14	29.74	22.44
1407	83.93	80.78	62.43	40.09	37.85	34.13	29.72	22.45
1408	83.94	80.88	63.18	40.50	38.01	34.16	29.78	22.46
1409	84.00	80.79	62.91	40.66	38.15	34.23	29.87	22.48
1410	84.01	80.71	63.08	40.89	38.50	34.25	29.83	22.48
1411	84.05	80.84	63.61	41.33	38.56	34.26	29.77	22.47
1412	84.14	80.94	63.92	41.21	38.57	34.28	29.78	22.47
1413	84.12	80.98	63.20	41.15	38.48	34.27	29.75	22.46
1414	84.10	80.85	62.72	40.91	38.62	34.24	29.75	22.48
1415	83.94	81.05	62.75	41.24	38.61	34.22	29.79	22.45
1416	84.09	80.99	62.35	40.94	38.56	34.23	29.79	22.45
1417	83.12	79.92	62.15	40.78	38.42	34.24	29.79	22.44
1418	83.06	80.63	62.94	40.87	38.28	34.24	29.75	22.42
1419	83.56	80.91	62.45	40.45	38.25	34.21	29.78	22.42
1420	83.98	81.16	62.84	40.34	38.20	34.23	29.89	22.42
1421	84.24	81.18	62.54	40.33	38.37	34.30	29.85	22.42
1422	84.30	81.20	62.60	40.84	38.54	34.29	29.75	22.40
1423	84.25	81.21	62.70	40.64	38.58	34.28	29.80	22.41
1424	84.20	80.92	62.20	40.84	38.50	34.27	29.83	22.41
1425	84.01	80.83	62.31	41.06	38.50	34.26	29.77	22.41
1426	84.15	81.04	62.03	40.96	38.63	34.27	29.83	22.42
1427	84.28	80.47	62.05	40.87	38.86	34.32	29.87	22.43
1428	84.32	80.77	62.12	41.22	38.85	34.35	30.05	22.44
1429	84.19	80.89	62.25	41.55	39.06	34.41	30.04	22.43
1430	84.35	81.12	62.40	41.88	39.36	34.41	29.95	22.43
1431	84.38	80.44	63.12	42.19	39.19	34.37	29.90	22.42
1432	84.08	80.88	63.61	41.89	39.05	34.37	29.95	22.41
1433	84.29	81.07	63.82	41.45	39.04	34.40	29.97	22.42
1434	84.40	81.16	63.11	41.53	39.07	34.41	30.06	22.40
1435	84.41	81.10	63.17	41.83	39.21	34.51	30.26	22.39
1436	84.31	81.01	63.50	42.34	39.54	34.59	30.34	22.39
1437	84.32	80.99	63.09	42.80	39.62	34.57	30.30	22.40
1438	84.44	81.12	63.60	42.14	39.38	34.49	30.23	22.39
1439	84.56	81.19	63.61	41.67	39.13	34.43	30.18	22.40
1440	84.55	81.15	62.46	41.36	38.98	34.42	30.22	22.41
1441	84.50	81.03	62.42	41.18	38.89	34.41	30.10	22.41
1442	84.52	80.90	62.86	40.89	38.73	34.42	29.96	22.41
1443	84.49	81.24	63.36	40.45	38.74	34.42	29.88	22.42
1444	84.36	81.31	63.25	40.98	38.72	34.42	29.90	22.40
1445	84.36	81.21	63.22	40.74	38.73	34.44	30.05	22.40
1446	84.07	80.33	62.75	40.41	38.82	34.46	30.07	22.39
1447	83.88	80.75	63.05	40.20	38.81	34.45	30.02	22.37
1448	83.99	80.96	62.82	40.53	38.75	34.41	29.97	22.37
1449	84.14	81.08	63.23	40.50	38.65	34.41	29.98	22.39
1450	84.13	81.12	62.98	40.29	38.64	34.45	30.09	22.39
1451	84.04	80.99	62.81	40.64	38.67	34.50	30.22	22.41
1452	84.13	80.99	62.43	41.46	38.73	34.57	30.35	22.41
1453	84.21	81.08	63.13	41.61	38.85	34.57	30.32	22.41
1454	84.43	81.18	63.50	41.51	38.81	34.53	30.21	22.39
1455	84.52	81.26	63.04	41.91	38.86	34.53	30.13	22.39
1456	84.59	81.23	63.18	42.14	38.92	34.55	30.17	22.40
1457	84.64	81.21	63.60	41.90	38.89	34.59	30.30	22.41
1458	84.67	81.26	63.25	41.46	38.72	34.60	30.35	22.42
1459	84.69	81.26	62.60	41.62	38.57	34.59	30.31	22.42
1460	84.69	81.32	63.14	41.29	38.48	34.57	30.38	22.41
1461	84.60	81.01	63.16	41.14	38.54	34.57	30.47	22.42
1462	84.64	81.29	63.07	41.68	38.63	34.56	30.39	22.41
1463	84.69	81.42	63.74	42.10	38.80	34.56	30.33	22.40
1464	84.69	81.42	63.45	41.67	38.71	34.57	30.26	22.40
1465	84.64	81.44	62.98	41.29	38.59	34.56	30.37	22.42
1466	84.69	81.43	63.22	41.61	38.65	34.58	30.44	22.42
1467	84.72	81.38	63.64	41.69	38.68	34.64	30.47	22.43
1468	84.70	81.35	63.87	41.57	38.89	34.72	30.76	22.43
1469	84.66	81.23	64.06	41.56	39.04	34.80	30.77	22.44
1470	84.59	81.38	64.31	41.95	39.20	34.78	30.64	22.43
1471	83.88	80.69	64.48	42.35	39.34	34.73	30.50	22.44
1472	83.75	81.32	64.74	42.89	39.21	34.70	30.43	22.44
1473	84.23	81.61	64.98	43.26	39.21	34.68	30.35	22.42
1474	84.49	81.65	65.13	43.71	39.31	34.67	30.32	22.41
1475	84.65	81.62	65.10	43.41	39.11	34.71	30.41	22.40
1476	84.68	81.52	63.76	42.52	39.09	34.74	30.40	22.40
1477	84.67	81.41	63.10	42.83	39.33	34.78	30.40	22.43
1478	84.52	80.98	62.94	43.04	39.45	34.78	30.29	22.39
1479	83.78	81.24	63.45	43.00	39.52	34.81	30.29	22.39
1480	83.93	81.51	64.08	42.95	39.23	34.77	30.36	22.41
1481	84.30	81.37	64.34	42.46	39.33	34.82	30.36	22.40
1482	84.58	81.63	63.81	42.15	39.15	34.80	30.33	22.40
1483	84.69	81.54	64.07	41.72	39.16	34.81	30.47	22.40
1484	84.67	81.57	64.11	41.73	39.08	34.82	30.44	22.40
1485	84.83	81.71	64.32	42.26	38.97	34.78	30.36	22.39
1486	84.95	81.70	64.48	42.14	38.72	34.78	30.40	22.40
1487	85.06	81.68	64.05	41.39	38.75	34.79	30.37	22.39
1488	84.99	81.48	64.14	41.89	38.72	34.76	30.37	22.41
1489	85.16	81.78	63.77	42.02	38.77	34.75	30.34	22.38
1490	85.18	81.87	64.32	41.87	38.86	34.72	30.37	22.38
1491	85.04	81.68	64.32	41.98	38.90	34.73	30.35	22.38
1492	85.00	81.74	63.92	41.85	38.98	34.73	30.31	22.39
1493	85.04	81.79	63.77	41.72	38.94	34.74	30.30	22.40
1494	85.08	81.68	63.33	41.70	38.90	34.76	30.21	22.38
1495	84.97	81.51	63.80	41.74	38.87	34.74	30.07	22.38
1496	84.75	81.35	63.97	41.33	38.90	34.79	30.19	22.38
1497	84.90	81.58	64.09	41.47	38.99	34.82	30.35	22.37
1498	84.96	81.72	63.85	41.80	39.29	34.82	30.47	22.35
1499	85.08	81.90	64.29	42.23	39.44	34.79	30.48	22.37
1500	85.12	81.89	63.73	41.83	39.46	34.78	30.54	22.40
1501	85.15	81.84	63.94	42.28	39.40	34.82	30.63	22.40
1502	85.16	81.80	64.10	42.38	39.18	34.83	30.51	22.39
1503	85.15	81.90	64.38	42.03	39.29	34.86	30.48	22.39
1504	85.13	81.91	63.94	41.82	39.23	34.86	30.51	22.39
1505	85.08	81.76	63.80	41.35	39.10	34.85	30.44	22.39
1506	85.13	81.55	63.16	41.05	39.07	34.84	30.40	22.40
1507	85.18	81.69	63.49	41.51	38.93	34.78	30.41	22.43
1508	85.09	81.87	63.33	41.87	38.86	34.77	30.55	22.41
1509	85.14	81.85	62.61	42.39	38.82	34.79	30.57	22.43
1510	85.10	81.86	63.43	42.26	38.79	34.80	30.54	22.46
1511	85.01	81.84	63.41	42.02	38.78	34.82	30.53	22.44
1512	85.08	81.88	63.57	41.45	38.99	34.84	30.44	22.41
1513	85.18	81.85	63.78	41.88	38.99	34.80	30.31	22.40
1514	85.26	81.88	63.98	41.55	38.76	34.75	30.28	22.41
1515	85.18	81.79	62.92	40.94	38.81	34.76	30.24	22.42
1516	84.86	81.20	62.42	41.29	38.82	34.83	30.26	22.43
1517	84.57	81.54	62.06	41.39	39.06	34.89	30.18	22.42
1518	84.61	81.21	62.27	41.58	39.13	34.90	30.09	22.41
1519	84.80	81.72	62.61	41.73	39.06	34.88	30.08	22.40
1520	84.86	81.87	62.71	41.79	38.97	34.86	30.09	22.41
1521	84.93	81.49	62.59	42.20	38.97	34.85	30.20	22.42
1522	85.08	81.67	63.04	42.19	39.06	34.87	30.18	22.40
1523	85.09	81.81	63.37	41.75	39.23	34.85	30.08	22.39
1524	85.14	81.51	63.30	41.71	39.33	34.84	30.14	22.42
1525	85.13	81.68	63.16	41.46	39.18	34.87	30.31	22.43
1526	85.03	81.73	63.59	41.58	39.13	34.91	30.30	22.43
1527	84.07	81.27	63.50	41.64	39.25	34.94	30.23	22.42
1528	83.21	80.66	63.24	41.59	39.58	34.95	30.24	22.43
1529	83.66	80.78	63.40	42.27	39.71	34.97	30.36	22.43
1530	84.24	81.50	64.01	42.14	39.71	34.99	30.40	22.43
1531	84.67	81.85	63.40	42.19	39.76	34.97	30.34	22.42
1532	84.76	81.26	62.91	41.89	39.55	34.94	30.26	22.41
1533	84.98	81.76	62.43	41.51	39.30	34.96	30.32	22.41
1534	85.04	81.70	62.54	41.33	39.04	34.94	30.32	22.41
1535	84.95	81.97	63.08	41.06	38.95	34.91	30.30	22.43
1536	85.08	82.04	63.26	40.90	38.91	34.93	30.26	22.42
1537	85.33	82.06	63.34	40.71	38.75	34.91	30.24	22.43
1538	85.49	82.12	63.86	40.71	38.71	34.90	30.26	22.44
1539	85.48	82.05	63.90	40.79	38.91	34.93	30.28	22.44
1540	85.50	82.16	63.57	40.87	38.88	34.96	30.32	22.43
1541	85.58	82.10	64.22	40.83	38.90	34.98	30.28	22.42
1542	85.58	82.14	64.44	41.67	38.97	34.98	30.27	22.41
1543	85.52	82.12	64.57	42.02	39.01	34.97	30.24	22.42
1544	85.47	82.09	64.50	42.11	39.19	34.96	30.27	22.44
1545	85.46	82.10	64.26	42.16	39.46	34.99	30.18	22.43
1546	85.45	82.10	64.11	42.27	39.44	34.95	30.15	22.43
1547	85.40	82.12	63.43	42.11	39.21	34.93	30.08	22.40
1548	85.47	81.97	63.64	41.59	39.27	34.93	30.10	22.43
1549	85.30	81.66	63.23	41.22	39.15	34.91	30.14	22.41
1550	85.29	81.32	62.79	41.03	39.00	34.92	30.14	22.40
1551	84.72	81.38	62.88	40.85	39.16	34.92	30.16	22.39
1552	84.71	81.82	63.63	41.12	39.06	34.90	30.11	22.37
1553	85.02	82.03	64.21	41.33	39.20	34.94	30.17	22.36
1554	85.12	82.10	63.86	41.44	39.12	34.94	30.16	22.36
1555	85.34	82.16	64.39	41.79	39.09	34.92	30.14	22.39
1556	85.41	81.96	64.14	42.13	39.03	34.92	30.09	22.36
1557	85.32	81.87	63.53	41.80	38.85	34.94	30.10	22.39
1558	84.92	81.55	62.77	41.81	38.93	34.96	30.14	22.40
1559	84.81	81.21	63.05	41.33	39.13	35.05	30.17	22.40
1560	84.88	81.84	62.87	41.57	39.17	35.04	30.20	22.40
1561	84.93	81.86	63.03	41.63	39.30	35.06	30.23	22.41
1562	85.31	82.08	63.36	41.41	39.19	35.06	30.25	22.38
1563	84.89	81.80	62.91	41.19	39.16	35.00	30.21	22.38
1564	84.74	82.20	63.34	41.02	39.23	34.99	30.29	22.40
1565	84.96	82.04	63.46	40.84	39.17	35.00	30.32	22.39
1566	85.04	81.94	63.45	40.74	39.36	35.00	30.28	22.40
1567	84.45	81.46	63.36	40.67	39.24	35.02	30.30	22.40
1568	84.38	81.42	63.26	41.07	39.24	35.00	30.26	22.42
1569	84.50	82.00	63.99	41.67	39.35	35.04	30.34	22.42
1570	84.91	81.95	63.38	41.71	39.25	35.06	30.24	22.38
1571	84.73	81.46	62.88	41.33	39.05	35.02	30.17	22.38
1572	84.49	81.86	62.85	40.92	38.92	34.99	30.14	22.39
1573	84.69	81.89	62.89	40.69	38.86	34.99	30.25	22.38
1574	84.46	81.88	62.60	40.48	38.80	35.00	30.41	22.39
1575	84.75	82.06	62.79	40.60	38.90	35.00	30.36	22.41
1576	84.72	81.68	63.18	40.70	38.75	34.99	30.31	22.40
1577	84.86	82.07	62.60	40.25	38.83	34.97	30.32	22.39
1578	84.87	81.73	62.38	40.00	38.69	34.98	30.31	22.42
1579	85.08	81.98	62.94	40.17	38.83	35.00	30.29	22.43
1580	85.21	82.11	63.15	40.33	38.83	35.01	30.38	22.45
1581	85.31	82.13	62.87	40.64	38.87	35.02	30.49	22.45
1582	85.45	82.42	63.47	40.67	38.80	35.03	30.53	22.46
1583	85.59	82.38	63.14	40.29	38.69	35.01	30.46	22.43
1584	85.58	82.42	63.74	41.03	38.62	34.98	30.43	22.43
1585	85.57	82.47	63.83	41.49	38.76	34.98	30.44	22.42
1586	85.54	82.48	63.87	42.19	38.75	35.02	30.44	22.42
1587	85.51	82.40	64.13	42.35	38.82	35.02	30.48	22.42
1588	85.40	82.35	64.30	41.80	38.78	35.00	30.49	22.44
1589	85.43	82.32	64.41	41.49	38.81	35.03	30.55	22.45
1590	85.43	82.31	63.78	41.50	39.00	35.07	30.59	22.45
1591	85.39	82.16	64.17	41.86	39.22	35.13	30.71	22.46
1592	85.35	82.03	64.28	42.50	39.46	35.18	30.75	22.44
1593	85.41	81.96	63.93	43.07	39.84	35.24	30.89	22.44
1594	85.31	81.49	64.41	43.42	40.05	35.27	30.89	22.42
1595	85.49	82.07	64.93	43.70	39.87	35.23	30.83	22.42
1596	85.71	82.38	65.17	43.72	39.85	35.21	30.79	22.42
1597	85.66	82.39	65.18	43.48	39.78	35.18	30.87	22.41
1598	85.11	82.43	65.30	42.91	39.61	35.11	30.70	22.40
1599	85.36	82.47	65.18	42.93	39.44	35.09	30.65	22.39
1600	85.59	82.54	64.69	42.60	39.33	35.13	30.75	22.41
1601	85.33	82.27	64.33	42.56	39.33	35.19	30.77	22.42
1602	85.40	82.37	64.81	42.38	39.38	35.21	30.66	22.42
1603	85.64	82.21	64.44	42.32	39.23	35.14	30.54	22.42
1604	85.65	82.15	64.92	42.11	39.17	35.13	30.50	22.41
1605	85.71	82.33	64.87	41.64	39.04	35.12	30.41	22.39
1606	85.66	82.31	64.33	41.47	38.83	35.13	30.38	22.37
1607	85.53	82.11	64.23	41.63	38.85	35.14	30.31	22.37
1608	85.47	82.25	64.33	41.60	39.04	35.16	30.41	22.37
1609	85.43	82.28	63.81	41.72	39.07	35.15	30.36	22.38
1610	85.41	82.25	64.05	41.67	39.09	35.15	30.33	22.38
1611	85.45	82.16	63.82	42.08	39.20	35.12	30.32	22.39
1612	85.53	82.34	64.07	42.12	39.31	35.15	30.32	22.39
1613	85.54	82.25	64.40	42.38	39.40	35.23	30.43	22.38
1614	85.60	82.42	64.77	41.88	39.38	35.26	30.49	22.41
1615	85.40	82.30	63.84	42.08	39.74	35.26	30.73	22.42
1616	84.36	82.15	64.38	43.13	39.94	35.29	30.94	22.44
1617	84.84	82.34	64.74	43.45	39.89	35.30	30.89	22.43
